type,title,ingredients,oven_temp,directions,notes_on_texture,link,equipment_needed,flour_ratio,sugar_ratio,Butter_ratio,cleaned_texture,texture_category
Vegan Brownie,Glazed Dark Chocolate Brownies (Go Dairy Free),"¬¨Œ© cup + 1 tbsp dairy-free buttery sticks or spread, 4 oz dairy-free dark chocolate (chopped), 2 eggs, ¬¨√¶ cup sugar, 1 tsp vanilla extract, ¬¨Œ© cup all-purpose flour, ¬¨¬∫ cup cocoa powder, ¬¨Œ© tsp kosher salt, 2 oz dairy-free semi-sweet chocolate",350 F,"1. Preheat oven to 350¬¨‚àûF and line a 9x9-inch baking dish with foil or parchment paper.
2. In a small pot over low heat, melt ¬¨Œ© cup buttery sticks or spread and dark chocolate, stirring often until smooth.
3. Remove from heat and whisk in eggs one at a time. Add sugar and vanilla, stirring to combine.
4. Stir in flour, cocoa powder, and salt until smooth. Transfer batter to the prepared pan and spread evenly.
5. Bake for 25 minutes. Let cool completely.
6. Melt semi-sweet chocolate and remaining 1 tbsp buttery sticks or spread together. Drizzle glaze over cooled Brownies and spread with an offset spatula.","Rich, fudgy, with a smooth chocolate glaze",https://godairyfree.org/recipes/glazed-dark-chocolate-Brownies,"9x9-inch baking dish, foil or parchment paper, small pot, offset spatula, whisk",1,2,1.5,Rich fudgy with a smooth chocolate glaze,"gooey,creamy"
Vegan Brownie,Homemade Vegan Brownies (Eat With Clarity),"Wet Ingredients: 1¬¨Œ© cups very finely ground granulated sugar, ¬¨Œ© cup water, 2 tbsp ground flax seed or 5 tbsp applesauce, 5 tbsp water for flax, ¬¨Œ© cup oil, 1 tbsp vanilla extract. Dry Ingredients: ¬¨√¶ cup cocoa powder, 1¬¨Œ© cups all-purpose flour, ¬¨Œ© tsp salt, ¬¨Œ© cup chocolate chips",350 F,"1. Preheat oven to 350¬¨‚àûF. In a small bowl, whisk 2 tbsp ground flax with 5 tbsp water and set aside to thicken.
2. In a medium pot, whisk together 1¬¨Œ© cups sugar and ¬¨Œ© cup water. Heat over medium-low heat, stirring occasionally for 5-10 minutes until sugar is fully dissolved.
3. In a large bowl, mix dry ingredients (except chocolate chips). Add dissolved sugar mixture and remaining wet ingredients, then stir to combine.
4. Fold in chocolate chips. Transfer to a parchment-lined 8‚àö√≥8 baking pan. Optionally sprinkle extra chocolate chips on top.
5. Bake for 35-42 minutes. Cool completely before cutting.","Fudgy, shiny crust with optional chocolate chips for extra richness",https://eatwithclarity.com/homemade-vegan-Brownies/,"8‚àö√≥8 baking pan, parchment paper, small pot, whisk, large mixing bowl, wooden spoon",2,2,2,Fudgy shiny crust with optional chocolate chips for extra richness,"gooey,creamy,rich"
Vegan Brownie,Vegan Brownies (The Big Man's World),"2 tbsp ground flaxseed, 6 tbsp brewed coffee, 2 cups vegan chocolate chips, 1 cup coconut sugar, 6 tbsp vegan butter, 1 tsp vanilla extract, ¬¨√¶ cup + 2 tbsp all-purpose flour, 1 tsp salt, 1 tsp baking powder, ¬¨¬∫ cup cocoa powder",350 F,"1. Preheat oven to 350¬¨‚àûF (180¬¨‚àûC). Line a square pan with parchment paper and set aside.
2. Prepare flax egg by combining 2 tbsp ground flaxseed with 6 tbsp brewed coffee and let it sit for 10 minutes.
3. Melt 1 cup of vegan chocolate chips and set aside.
4. In a large mixing bowl, whisk vegan butter and coconut sugar. Add flax eggs, melted chocolate, vanilla extract, and mix until glossy.
5. Sift in flour, baking powder, salt, and cocoa powder. Mix until just combined. Fold in remaining chocolate chips.
6. Transfer batter to the lined pan and bake for 27-30 minutes. Cool completely before slicing.","Fudgy, rich, with a slightly glossy top",https://thebigmansworld.com/vegan-Brownies/,"Square pan, parchment paper, microwave-safe bowl or stovetop, whisk, large mixing bowl",1,2,0.75,Fudgy rich with a slightly glossy top,"gooey,light and fluffy,creamy,rich"
Gluten Free Brownie,Best Fudgy Vegan Brownies (The Banana Diaries),"1 2/3 cup all-purpose flour or gluten-free 1:1 baking flour, 1/2 cup Dutch-processed cocoa powder, 1/2 cup vegan butter or coconut oil, 6 oz vegan chocolate chips, 1/3 cup aquafaba or soy milk, 3/4 cup granulated sugar, 1/2 cup brown sugar, 2 tbsp ground flaxseed mixed with 1/2 cup coffee or water, 1 tsp vanilla extract, 1/4 tsp sea salt, additional 1/2 cup vegan chocolate chips",350 F,"1. Preheat oven to 350¬¨‚àûF and line an 8‚àö√≥8 or 9‚àö√≥9 inch pan with parchment paper. Whisk flaxseed and coffee together and set aside.
2. In a large bowl, whisk together sugars, aquafaba, vanilla extract, sea salt, and flaxseed mixture until sugar granules dissolve.
3. Heat vegan butter until melted, then stir in chocolate chips. Add cocoa powder and whisk until melted.
4. Spoon chocolate mixture into sugar mixture and whisk until combined. Gently whisk in flour. Fold in chocolate chips.
5. Spread batter into pan and bake for 28-30 minutes, until toothpick comes out nearly clean. Let cool for 30 minutes before slicing.",Fudgy with a slightly crinkly top,https://thebananadiaries.com/best-fudgy-vegan-Brownies/,"8x8 or 9x9 inch pan, parchment paper, whisk, large mixing bowl, rubber spatula",4,2,2,Fudgy with a slightly crinkly top,"light and fluffy,creamy"
Gluten Free Brownie,Gluten Free Brownies,"1/2 cup almond flour, 1/4 cup cocoa powder, 1/2 cup coconut sugar, 1/4 cup almond butter, 1/4 cup maple syrup, 2 flax eggs, 1/4 tsp salt, 1/2 tsp baking soda, 1/2 cup dairy-free chocolate chips",350°F,"1. Preheat the oven to 350°F (175°C). Grease an 8x8 inch pan or line with parchment paper.
2. In a bowl, whisk together almond flour, cocoa powder, coconut sugar, salt, and baking soda.
3. In another bowl, mix almond butter, maple syrup, and flax eggs until combined.
4. Combine the wet and dry ingredients, then fold in the chocolate chips.
5. Pour the batter into the prepared pan and spread evenly.
6. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean.
7. Let cool completely before slicing.",Fudgy and rich with a slightly dense texture.,https://eatwithclarity.com/vegan-gluten-free-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",3.5,1,3,Fudgy and rich with a slightly dense texture,"gooey,cakey,thick,light and fluffy,creamy,rich"
Gluten Free Brownie,Fudgy Crackly Top Brownies,"1/2 cup vegan butter, 1/2 cup vegan chocolate chips, 1 cup cane sugar, 1/4 cup almond milk, 1/2 cup almond flour, 1/4 cup cocoa powder, 1/4 tsp baking powder, 1/2 tsp sea salt",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. Melt vegan butter and chocolate chips together, then whisk in cane sugar and almond milk until smooth.
3. In a separate bowl, combine almond flour, cocoa powder, baking powder, and sea salt.
4. Mix the dry ingredients into the wet ingredients until combined.
5. Pour batter into the prepared pan and smooth the top.
6. Bake for 30-35 minutes or until the edges look dry and the center is set.
7. Let cool completely to achieve the crackly top before slicing.","Rich, fudgy interior with a crackly top.",https://minimalistbaker.com/fudgy-crackly-top-Brownies-vegan-gluten-free/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",0.75,2,2,Rich fudgy interior with a crackly top,"gooey,creamy"
Gluten Free Brownie,Gluten-Free Vegan Brownies,"1/2 cup cassava flour, 1/4 cup cocoa powder, 1/4 tsp sea salt, 1/2 tsp baking soda, 1/4 cup coconut oil, 1/2 cup maple syrup, 1 flax egg, 1/4 cup dairy-free chocolate chips",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. In a bowl, whisk together cassava flour, cocoa powder, salt, and baking soda.
3. In another bowl, mix melted coconut oil, maple syrup, and flax egg until combined.
4. Combine the wet and dry ingredients, then fold in the chocolate chips.
5. Pour the batter into the prepared pan and smooth the top.
6. Bake for 20-25 minutes or until the edges are set and a toothpick comes out clean.
7. Allow to cool completely before slicing.",Moist and fudgy with a slightly chewy texture.,https://healmedelicious.com/gluten-free-vegan-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",2,2,1,Moist and fudgy with a slightly chewy texture,"gooey,chewy,light and fluffy,creamy"
Gluten Free Brownie,Gluten-Free Vegan Brownies (The Little Blog of Vegan),"1/2 cup gluten-free flour blend, 1/4 cup cocoa powder, 1/2 tsp baking powder, 1/4 tsp salt, 1/2 cup dairy-free butter, 1/2 cup caster sugar, 1/4 cup almond milk, 1 tsp vanilla extract, 1/2 cup dairy-free chocolate chips",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. Sift together gluten-free flour, cocoa powder, baking powder, and salt in a bowl.
3. In another bowl, cream dairy-free butter and caster sugar until light and fluffy.
4. Add almond milk and vanilla extract to the creamed mixture and mix until combined.
5. Gradually mix in the dry ingredients until a smooth batter forms, then fold in chocolate chips.
6. Pour the batter into the prepared pan and smooth the top.
7. Bake for 25-30 minutes or until a toothpick comes out with a few moist crumbs.
8. Let cool completely before slicing.","Moist, fudgy, and slightly chewy with a rich chocolate flavor.",https://www.thelittleblogofvegan.com/2023/01/gluten-free-vegan-Brownies.html,"Mixing bowls, whisk, electric mixer, spatula, 8x8 inch baking pan, parchment paper",2,2,1,Moist fudgy and slightly chewy with a rich chocolate flavor,"gooey,chewy,light and fluffy,creamy,rich"
Gluten Free Brownie,Gluten Free Brownies (Nora Cooks),"3/4 cup gluten-free all-purpose flour, 1/2 cup cocoa powder, 1/4 tsp salt, 1/2 tsp baking soda, 1/2 cup melted coconut oil, 3/4 cup granulated sugar, 1/4 cup unsweetened almond milk, 1 tsp vanilla extract, 1/2 cup dairy-free chocolate chips",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. In a bowl, whisk together gluten-free flour, cocoa powder, salt, and baking soda.
3. In another bowl, mix melted coconut oil, granulated sugar, almond milk, and vanilla extract until smooth.
4. Combine the wet and dry ingredients, then fold in the chocolate chips.
5. Pour the batter into the prepared pan and smooth the top.
6. Bake for 25-30 minutes or until a toothpick inserted into the center comes out with moist crumbs.
7. Allow to cool completely before slicing.","Dense, fudgy, and rich with a deep chocolate flavor.",https://www.noracooks.com/gluten-free-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",3,4,3,Dense fudgy and rich with a deep chocolate flavor,"gooey,creamy,rich"
Gluten Free Brownie,Vegan Gluten-Free Chocolate Brownies (Rhian's Recipes),"1 cup ground almonds, 1/2 cup gluten-free flour blend, 1/4 cup cocoa powder, 1/2 cup coconut sugar, 1/4 cup almond butter, 1/4 cup almond milk, 1 flax egg, 1/4 tsp salt, 1/2 tsp baking powder, 1/2 cup dairy-free chocolate chips",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. Mix ground almonds, gluten-free flour, cocoa powder, coconut sugar, salt, and baking powder in a bowl.
3. In another bowl, whisk almond butter, almond milk, and flax egg until combined.
4. Combine wet and dry ingredients, then fold in chocolate chips.
5. Pour batter into prepared pan and smooth the top.
6. Bake for 25-30 minutes or until a toothpick comes out clean.
7. Let cool completely before slicing.",Rich and fudgy with a slightly nutty flavor.,https://www.rhiansrecipes.com/vegan-gluten-free-chocolate-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",2,2,1,Rich and fudgy with a slightly nutty flavor,"gooey,light and fluffy,creamy"
Gluten Free Brownie,Gluten-Free Vegan Brownies (Beaming Baker),"1/2 cup almond flour, 1/4 cup cocoa powder, 1/2 cup coconut sugar, 1/4 cup melted coconut oil, 1/4 cup maple syrup, 1 flax egg, 1/4 tsp salt, 1/2 tsp baking soda, 1/2 cup dairy-free chocolate chips",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. Mix almond flour, cocoa powder, coconut sugar, salt, and baking soda in a bowl.
3. In another bowl, whisk melted coconut oil, maple syrup, and flax egg until smooth.
4. Combine wet and dry ingredients, then fold in chocolate chips.
5. Pour batter into prepared pan and smooth the top.
6. Bake for 20-25 minutes or until a toothpick comes out clean.
7. Let cool completely before slicing.",Fudgy and rich with a deep chocolate flavor.,https://beamingbaker.com/gluten-free-vegan-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",1,2,1,Fudgy and rich with a deep chocolate flavor,"gooey,creamy,rich"
Gluten Free Brownie,Gluten-Free Vegan Dark Chocolate Brownies (AllRecipes),"1/2 cup gluten-free all-purpose flour, 1/2 cup cocoa powder, 1/4 tsp baking soda, 1/4 tsp salt, 1/3 cup coconut oil, 1/2 cup brown sugar, 1/4 cup unsweetened almond milk, 1 tsp vanilla extract, 1/2 cup vegan dark chocolate chips",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. Mix gluten-free flour, cocoa powder, baking soda, and salt in a bowl.
3. Melt coconut oil and mix with brown sugar, almond milk, and vanilla extract until smooth.
4. Combine wet and dry ingredients, then fold in chocolate chips.
5. Pour batter into prepared pan and spread evenly.
6. Bake for 20-25 minutes or until a toothpick inserted comes out clean.
7. Cool completely before slicing.",Rich and chocolatey with a fudgy texture.,https://www.allrecipes.com/recipe/276515/gluten-free-vegan-dark-chocolate-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",2,3,1,Rich and chocolatey with a fudgy texture,"gooey,creamy"
Gluten Free Brownie,Gluten Free Brownies (Loving It Vegan),"1/2 cup almond flour, 1/3 cup cocoa powder, 1/2 cup coconut sugar, 1/4 cup melted coconut oil, 1/4 cup maple syrup, 1 flax egg, 1/4 tsp salt, 1/2 tsp baking powder, 1/2 cup dairy-free chocolate chips",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. Mix almond flour, cocoa powder, coconut sugar, salt, and baking powder in a bowl.
3. In another bowl, whisk melted coconut oil, maple syrup, and flax egg until combined.
4. Combine wet and dry ingredients, then fold in chocolate chips.
5. Pour batter into prepared pan and smooth the top.
6. Bake for 20-25 minutes or until a toothpick comes out with moist crumbs.
7. Cool completely before slicing.","Fudgy, rich, and slightly chewy.",https://lovingitvegan.com/vegan-gluten-free-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",1,2,1,Fudgy rich and slightly chewy,"gooey,chewy,light and fluffy,creamy,rich"
Gluten Free Brownie,The Best Gluten-Free Vegan Allergy Friendly Brownies (Allergy Awesomeness),"1 cup gluten-free all-purpose flour, 1/2 cup cocoa powder, 1 tsp baking powder, 1/4 tsp salt, 1/2 cup melted coconut oil, 3/4 cup granulated sugar, 1/2 cup unsweetened applesauce, 1/4 cup water, 1/2 tsp vanilla extract",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. In a bowl, combine gluten-free flour, cocoa powder, baking powder, and salt.
3. In another bowl, mix melted coconut oil, sugar, applesauce, water, and vanilla extract.
4. Add wet ingredients to dry ingredients and mix until smooth.
5. Pour batter into prepared pan and smooth the top.
6. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean.
7. Cool completely before slicing.","Moist, fudgy, and allergy-friendly.",https://allergyawesomeness.com/the-best-gluten-free-vegan-allergy-friendly-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",4,3,2,Moist fudgy and allergyfriendly,"gooey,creamy"
Gluten Free Brownie,EasyGluten Free Brownies (Minimalist Baker),"1/2 cup almond flour, 1/4 cup cocoa powder, 1/2 cup coconut sugar, 1/4 cup melted coconut oil, 1/4 cup maple syrup, 1 flax egg, 1/4 tsp salt, 1/2 tsp baking soda, 1/2 cup dairy-free chocolate chips",350°F,"1. Preheat oven to 350°F (175°C) and line an 8x8 inch baking pan with parchment paper.
2. Combine almond flour, cocoa powder, coconut sugar, salt, and baking soda in a bowl.
3. In another bowl, whisk melted coconut oil, maple syrup, and flax egg.
4. Combine wet and dry ingredients, then fold in chocolate chips.
5. Pour batter into the pan and smooth the top.
6. Bake for 20-25 minutes or until a toothpick comes out with moist crumbs.
7. Let cool completely before slicing.","Rich, fudgy, and slightly chewy.",https://minimalistbaker.com/easy-vegan-gluten-free-Brownies/,"Mixing bowls, whisk, spatula, 8x8 inch baking pan, parchment paper",1,2,1,Rich fudgy and slightly chewy,"gooey,chewy,light and fluffy,creamy"
